mmsi,vessel_type,length,width,draft,is_fishing
525190492,Cargo,227.18715802406493,23.84570230401664,6.406580720338133,0
561846218,Cargo,307.0829216108306,32.79041292200138,13.03154585441958,0
288409749,Fishing,25.79831812215705,7.521450495028774,3.022221826611983,1
400427519,Cargo,178.61035431983274,20.91975924478789,5.763088895994125,0
351079598,Tanker,161.42021841072392,54.869809580472,11.902179290023737,0
437544070,Fishing,28.555513171224323,6.199238449682265,3.947439821046639,1
454403923,Cargo,238.95963172575023,18.989022436501667,13.390684581691112,0
268979792,Cargo,218.65594573647093,38.22544912103189,6.337469050086933,0
286191493,Cargo,216.14998986391487,16.065830591272963,3.4649972595288743,0
639254878,Passenger,108.2441436706066,19.954573285674464,3.833411572926225,0
538175028,Cargo,223.0408150074319,30.859234716308144,5.470128153350174,0
372945196,Cargo,236.0751231179323,23.230779996940413,11.835028866522604,0
481154698,Cargo,231.81525541725853,20.9327933142007,11.428127762280916,0
311999993,Passenger,202.14645073594335,17.459233552262585,9.19929395156964,0
461917078,Cargo,260.6086171066563,42.33496804543057,5.277534139167836,0
234045666,Tanker,288.2771765934934,43.61636025047634,9.419520981579502,0
463183577,Fishing,17.202981193401214,5.468310918968223,2.8494661417402174,1
289178975,Cargo,151.72211640525126,15.812495414085973,13.127474852018263,0
339871965,Tanker,267.8590269105008,29.71884229412462,6.325614147937768,0
624623942,Passenger,157.6134793986067,20.95753198553406,5.996485912830927,0
449625132,Passenger,125.58711930610662,23.419170515951137,4.0351515062821735,0
235563453,Tanker,236.26914902565903,53.718621335497765,12.702213175819331,0
492072678,Fishing,22.418152014636608,9.382866846260882,1.6506100267669912,1
346412954,Cargo,149.0463607315965,15.846292579495858,8.738064031703923,0
576304299,Cargo,166.69696898847857,24.86212508491754,10.903968402848903,0
478710077,Tanker,162.48898474079454,39.8144919548836,5.305981512039107,0
349638768,Cargo,196.78109745995167,33.449023350447284,9.759737993942533,0
439253117,Tanker,235.51719210134723,39.65288230294757,7.325287849521872,0
598129398,Passenger,195.71291258060083,28.75966516343387,8.582063894086094,0
231378291,Cargo,154.53062726026306,29.545973447131637,10.650810178487028,0
407640719,Fishing,20.065675177966735,10.769487825025859,4.706604953678462,1
251939266,Cargo,243.67947078176897,24.63839899820978,13.289586569484648,0
481420264,Cargo,154.02878828830984,45.499344050175395,7.650240122991288,0
210047453,Passenger,137.117539351773,19.861445679557555,8.482481270090435,0
660284527,Cargo,268.19432622085526,55.391627162693325,9.026527126513319,0
309169700,Fishing,22.94133282904495,7.559163821238881,3.18062297374022,1
523659410,Cargo,226.09707828084487,32.96984673233186,10.75147855103763,0
561378378,Tanker,270.7868925698186,48.53997786494901,19.15437542930185,0
479746008,Cargo,208.74165059957357,17.83145107640761,13.148042176962598,0
574431904,Cargo,266.25528307571005,29.9514305534897,8.850030081202291,0
305797503,Cargo,243.3614749488222,39.58413836213298,11.25435556586676,0
248673237,Tanker,136.8083172528617,31.104855703744768,8.736758860138247,0
277729132,Passenger,186.42048873978672,24.85137321156305,3.1272475800307995,0
388652398,Tanker,199.15854831324137,25.93594732818451,11.861881375620767,0
332166290,Fishing,39.798487751985526,9.190322843813387,1.2167489378344762,1
266385640,Fishing,22.568655395929845,7.617185617155877,3.3415908059487163,1
510493790,Tanker,199.1923769158957,24.851527753141355,10.213940191731915,0
443959576,Cargo,242.81993971617362,40.96329789541089,8.993766927787481,0
502434989,Passenger,159.23814891780532,20.955315543048194,9.114847017724752,0
509305248,Fishing,25.513608594796352,9.255918407517806,2.2718207506366666,1
399759529,Tanker,280.9021160325196,45.13785950912209,14.06019074522419,0
307219264,Fishing,63.527314906547204,7.504071156339313,2.31282482466749,1
249895282,Cargo,142.37173141699924,14.99231606792826,10.495068394328015,0
589115544,Cargo,157.20355410853162,31.498337163395984,10.422722104213967,0
366793897,Cargo,176.40340671052832,40.889505969673664,10.192840057286388,0
590073323,Fishing,14.22255222070694,7.857068866528867,3.5186944577177792,1
497984991,Fishing,48.89035957392463,13.5302412749616,4.363435490951704,1
270009467,Passenger,183.150639104195,18.460428501653123,3.0188009008452723,0
203695961,Fishing,30.04987278980457,10.597265582510364,1.7997035929442238,1
201043233,Cargo,183.27493820795257,26.80644922185222,9.386150483567235,0
456040172,Cargo,218.86481327302045,46.5135098647949,6.019504701592309,0
655149199,Cargo,292.1857898875923,23.19995665882057,9.209782465398181,0
463768157,Cargo,222.19097140731142,37.74634053429337,7.2192085852657515,0
622933030,Tanker,246.428478636292,35.18751866176494,3.6248239838597485,0
406411513,Tanker,342.584059111545,53.23263807151237,11.486351413841167,0
213470137,Tanker,222.06011372472722,71.87033338072969,12.336654084031684,0
697576975,Tanker,261.9435817344082,33.99783122841205,12.279208339960075,0
524159127,Passenger,134.5874561255296,28.74552838482162,10.617913658040324,0
462869948,Cargo,234.34242563829855,30.70972415639746,11.317981420310304,0
504045611,Passenger,145.66008445745948,20.584606707602333,5.601243903207036,0
367345404,Cargo,214.04959338675164,23.773004801794063,9.375633248928175,0
299952217,Fishing,20.06999065341167,4.285307446554951,2.1753486723489273,1
491586873,Tanker,307.1206656308017,54.52550247462371,13.448055647769882,0
337587448,Fishing,30.81314134035724,2.0,4.389566338614964,1
526093538,Tanker,248.74590436215112,41.17327383308782,17.110659583153698,0
439475901,Cargo,170.4214305582085,14.659348813010721,11.089208810011925,0
693529366,Tanker,225.52507883372226,42.61623055972466,12.048586036292901,0
500860757,Fishing,34.30934083974079,6.231041429938503,2.7016987768362926,1
558807996,Cargo,216.2083176244221,28.698569456323153,10.290987894978155,0
515446132,Tanker,285.70942152621484,42.019074418027955,8.781053259698016,0
576788436,Tanker,296.2406997713867,46.67056103469792,9.203413687632331,0
485746308,Tanker,249.47097722525154,43.24518316374555,18.70117299867288,0
602232046,Fishing,29.129314542756244,6.308826341588075,2.1777796044335687,1
526284940,Cargo,212.18436057459562,24.945577262081365,5.929643546744313,0
292792001,Fishing,36.54354338408924,6.567854808274038,2.335772556695577,1
316595132,Cargo,268.00556831240857,44.78252114822463,7.361596479259729,0
544682002,Cargo,199.04918960486555,19.97470635362191,9.94446059202283,0
273851335,Cargo,185.5670680539931,33.227185603380896,7.518307169343031,0
558066124,Fishing,19.60254640675406,3.7401151010249287,2.153066262752337,1
463435380,Tanker,247.2850225756408,40.69652664518879,15.93401722543386,0
516953828,Passenger,183.74296091121377,19.668392608800158,5.596373114944799,0
508915765,Passenger,111.31555781596133,29.361603183603393,7.366684011476703,0
332985867,Cargo,156.22191059840196,27.651516664106925,7.038312376981224,0
256987271,Tanker,220.53018827503257,50.32600404017977,4.759474700015936,0
626897448,Cargo,183.8313600498399,13.398825794436666,15.183242882302778,0
235154828,Cargo,125.36993177921535,16.79766792979358,15.494376297563061,0
698490609,Passenger,100.73076929960698,25.947924600802946,9.799193295705466,0
673674990,Tanker,223.1543185445117,42.95477524423183,7.6106165257333664,0
607654229,Cargo,212.93334560051085,42.32514211736251,10.656049276828423,0
363920642,Tanker,220.9374584818418,55.16233322933896,13.24983392439179,0
627982281,Passenger,95.97112188233974,21.813822339620614,5.686942097062365,0
553165059,Cargo,161.04598853760623,37.11614878088889,6.6260737244863925,0
664555355,Tanker,41.309847181806624,37.31736938050487,9.928350976777462,0
599319275,Fishing,33.92825364298855,11.079739539656234,3.1660881325081514,1
238720111,Tanker,93.47271941893746,33.44914716175922,14.374968703364846,0
320907878,Fishing,37.12815073682685,11.175273460548762,1.2412605135768857,1
468327770,Cargo,212.55974861098372,25.46203335027844,3.912307434718033,0
405984285,Passenger,228.45213887854553,29.907736883650404,7.661401114127864,0
294804867,Passenger,198.48625732900408,24.2797535086274,7.2560821371169215,0
