consumo_ton_dia,distancia_nm,carga_ton,condicion_mar,retraso_h,ruta_id
114.61935947693546,1926.235010221367,11079.775915280408,5,47.73150447459814,12
35.03058697299061,7929.104558440051,8536.785971577223,8,25.2234467132673,5
35.17920388401491,7709.82325678356,68174.83281292688,1,19.728699120278932,3
58.723166017244615,6922.821299230853,68231.1213545605,7,15.887801809076118,39
100.18804354576842,4859.8975653120115,7485.553188178998,6,15.388747445818012,3
105.22320284477132,1986.101115449608,58672.16093781315,2,7.6788362119176075,4
102.54780694534402,1952.8579711616987,24057.817363672075,1,37.445973465633045,5
78.20113566699956,4391.177506741244,21705.46342783017,7,19.082290103983617,42
105.77141341064211,7194.050281196461,47150.48553272546,0,27.261766181599505,23
39.2782381203989,3371.6514614135613,39342.64085851985,8,32.40139954007168,36
79.86491583751058,4204.989224322664,19187.35489806157,9,25.126629601423865,40
52.854863071250286,3643.9651379378515,5425.659107548818,7,14.713041930194587,9
47.3098016059136,6037.414730412803,29189.342284921026,1,37.31599771841804,44
29.964313605081465,1242.4808756403631,35407.213764702865,6,25.555148600900228,16
56.47984074870308,5900.785034145681,40641.555381434286,6,6.866828890794512,31
23.490073525015568,6390.2199852836175,35615.471381911455,9,11.663684111248273,20
55.23733065642504,5863.707289722194,33528.50944717382,2,10.051054108986012,32
67.4816953566093,5577.926612838509,77247.76956722581,5,22.83316977289149,29
55.77786974577057,3427.533755077656,73995.50779374699,9,4.235665209709552,42
97.12040556685815,4126.876629683281,34340.70966479976,2,30.203649173100356,48
48.0747639876993,2088.813396956602,75604.46922026867,3,41.59763955689368,10
27.489206455481412,5691.66160701839,11534.077919219875,9,32.460528585042475,49
39.91493604788437,2067.8779952592686,5954.5061985983675,7,12.701658523273574,37
102.00639627765862,4684.762565713898,29812.507681298313,3,22.66839757461624,26
83.59163128534983,6102.098389956713,18895.9195446221,7,12.915441106507501,6
77.72845381152301,1883.4500441084383,57831.88358038047,4,16.246224790438283,10
73.85375002012826,2531.4752338004982,51969.92825609235,4,35.32373665728718,18
94.90474956467085,3792.9553263579483,78085.87065677712,9,27.748729960661315,49
39.629045994455105,5353.639697041798,61542.276576574885,5,9.216527737997907,15
40.97247143822965,2924.2317811789953,34606.2294725642,1,35.440245171824095,21
33.021001834547306,1833.7011246351426,25162.52814307933,3,47.341251053428415,48
53.93191292927714,1666.8939711415183,9089.422254832909,9,37.3657235644917,12
47.38914835091635,2470.55992186103,24816.778407545775,7,21.68737262295935,14
111.5168681383862,3534.567623122528,18673.80028545023,8,10.693240415255875,34
21.242905901658766,1197.0885100259525,67931.43305298632,0,13.513343361454192,22
67.41451598847398,7641.102160297905,29439.189050348483,8,3.018735006434815,25
93.06550981842763,7992.295958526803,56277.07629922612,1,14.58891388683873,33
110.66074970884246,7034.228496040635,53592.331376546266,1,31.28907028840415,36
116.60429536763907,6705.6805987032585,9450.397122254424,0,35.243946645636214,1
26.92977629711192,3718.4645708477,6692.677018173641,7,26.32792795280531,6
39.508312559346365,3027.9762572783616,38379.020757634265,2,42.57900684619197,20
119.90251368878734,3746.4480163796197,74435.42702760243,9,8.089868548469546,6
51.34830381285726,641.6296342022605,52945.96696463043,8,25.420505172110374,27
25.55809321626518,1698.1014945481222,69266.4242525877,1,5.802153727427788,11
113.36955780505373,4598.213812038918,8298.36828315467,4,12.346563096782761,24
60.34041401414217,7453.432845108617,33376.19562872136,6,44.269552233784225,45
49.10267037681199,7454.803108398437,9414.968502603822,9,45.78533025285881,41
35.06059579121741,5857.975796616074,30575.16711429593,6,6.9286204602738835,20
62.51971327140601,4136.740206897787,26313.301718527615,3,20.586358081093643,23
56.77955497203532,2507.066562103132,74110.69801273505,9,36.1803760495047,5
112.41289402170155,3605.2101106263262,66362.72616788033,1,32.38335278374822,49
41.18439628525511,7886.930175257856,65479.30614631824,5,33.26127823336721,31
28.646708938853987,6929.096846037528,6866.56041268306,5,29.259050851800797,3
47.645294880751806,4133.815375362655,43088.78248073807,8,8.944280047308517,31
